2	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
inc	elem	node	ip	grain	1_pos	2_pos	3_pos	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p
84	nan	nan	1	1	32.0	32.0	32.0	1.0168	-6.40171619667e-20	-2.75088508e-18	-6.56318185224e-20	1.0	-9.52776408041e-19	-1.13896152904e-19	3.10225816932e-20	1.0	2248103241.81	18448649.6448	16071686.8518	18143803.9371	1533964885.84	-31468058.762	15806138.7658	-31468077.7871	1544547804.31
85	nan	nan	1	1	32.0	32.0	32.0	1.017	3.49268741844e-19	4.82284016554e-18	-3.48226494273e-20	1.0	5.22121365727e-18	-1.18237196758e-19	-8.30423160554e-20	1.0	2269990551.35	18562755.6828	16135508.9382	18252435.7009	1554845087.25	-31731640.1189	15865783.7574	-31731659.2955	1565219618.88
86	nan	nan	1	1	32.0	32.0	32.0	1.0172	-6.94401580626e-20	9.80641145027e-18	-3.49450721579e-20	1.0	2.40350694216e-17	-1.25294701745e-19	-2.41080135167e-19	1.0	2291849919.49	18671794.4506	16195173.386	18356040.4146	1575743266.83	-31992083.1066	15921319.8826	-31992101.675	1585903618.04
87	nan	nan	1	1	32.0	32.0	32.0	1.0174	5.06466145454e-20	-8.6309679475e-18	-1.41662951706e-20	1.0	3.11347473843e-18	-1.06034628362e-19	5.30719081014e-21	1.0	2313681967.0	18775962.9794	16250697.8529	18454820.1863	1596658773.84	-32249391.2856	15972763.1399	-32249409.9552	1606599895.68
88	nan	nan	1	1	32.0	32.0	32.0	1.0176	1.78111838217e-19	-1.13270142616e-18	1.62474815918e-20	1.0	7.76115444618e-18	-9.04505456214e-20	8.75554134775e-20	1.0	2335487552.55	18875500.5967	16302091.9551	18549007.6737	1617590963.88	-32503784.9025	16020129.0712	-32503802.9895	1627308255.62
89	nan	nan	1	1	32.0	32.0	32.0	1.0178	-1.35498801781e-19	-3.64725769643e-18	2.65376084119e-20	1.0	-2.49225217223e-18	-5.50769939062e-20	-3.2229603643e-19	1.0	2357267238.78	18970609.0539	16349383.017	18638809.0844	1638539233.98	-32755273.3468	16063443.2902	-32755291.494	1648028796.77
90	nan	nan	1	1	32.0	32.0	32.0	1.018	2.57689921867e-19	9.47042392034e-18	-5.11859363048e-20	1.0	-8.97681877905e-18	2.11493539018e-20	1.17155244517e-19	1.0	2379021811.35	19061524.3162	16392596.4413	18724453.6271	1659502987.77	-33004066.6992	16102736.7038	-33004084.2708	1668761346.96
91	nan	nan	1	1	32.0	32.0	32.0	1.0182	-1.83035217223e-19	6.60599672075e-18	-4.3794250351e-20	1.0	2.37894431018e-17	1.78657777422e-19	4.35758746693e-20	1.0	2400751789.94	19148441.5408	16431780.5599	18806140.4891	1680481668.89	-33250184.3255	16138055.6548	-33250201.8951	1689505997.84
92	nan	nan	1	1	32.0	32.0	32.0	1.0184	-4.15211580277e-20	-3.45794583272e-18	-4.87209380794e-20	1.0	1.23981138932e-18	-2.30919048523e-19	1.73343969167e-19	1.0	2422457903.95	19231581.5516	16466987.8368	18884083.8632	1701474730.12	-33493830.2608	16169457.456	-33493847.2533	1710262584.91
93	nan	nan	1	1	32.0	32.0	32.0	1.0186	-6.12444525534e-20	-3.90827619308e-18	1.35707251295e-20	1.0	-2.28548381974e-17	-1.09062109404e-19	-2.12353806855e-19	1.0	2444140646.01	19311122.682	16498297.1883	18958465.8893	1722481662.84	-33735032.5664	16197018.5226	-33735049.5113	1731031177.19
94	nan	nan	1	1	32.0	32.0	32.0	1.0188	-1.03797931986e-19	-2.88454423209e-20	5.27228378829e-20	1.0	-7.91879852732e-19	-9.09336190992e-20	1.41480971971e-20	1.0	2465800701.88	19387262.7828	16525794.1116	19029478.0931	1743501971.57	-33973984.1498	16220828.374	-33974000.5528	1751811603.58
95	nan	nan	1	1	32.0	32.0	32.0	1.019	-7.18654516186e-21	-3.36688979089e-18	1.72996553309e-20	1.0	-1.67919252535e-17	1.52727319579e-19	-1.20880865996e-19	1.0	2487438545.1	19460158.0467	16549589.7192	19097280.4001	1764535195.76	-34210711.3692	16240995.003	-34210727.7175	1772603902.65
96	nan	nan	1	1	32.0	32.0	32.0	1.0192	2.77317263442e-19	-2.85951043804e-18	-3.51485585886e-20	1.0	6.96029141199e-18	-1.14068206471e-19	-4.29915542846e-19	1.0	2509054821.66	19529980.1253	16569799.7298	19162038.5589	1785580890.74	-34445384.9518	16257637.3144	-34445400.8174	1793407893.55
97	nan	nan	1	1	32.0	32.0	32.0	1.0194	-2.6884693397e-19	1.06923351212e-18	1.29864047448e-19	1.0	5.98909534607e-17	-1.22111710748e-19	-4.24072338999e-19	1.0	2530649985.27	19596861.9942	16586560.6746	19223889.2819	1806638641.8	-34678018.393	16270888.1672	-34678034.2	1814223587.08
98	nan	nan	1	1	32.0	32.0	32.0	1.0196	-6.98537483689e-20	-4.4260118472e-19	7.22922768147e-20	1.0	-3.44874791518e-17	-1.19577229351e-19	7.93100771316e-20	1.0	2552224640.46	19660949.7606	16600009.3336	19282973.2201	1827708052.74	-34908753.6998	16280886.8202	-34908769.0657	1835050795.95
99	nan	nan	1	1	32.0	32.0	32.0	1.0198	3.53947275389e-19	9.5033126215e-20	2.1782974251e-20	1.0	-2.31234799906e-17	-7.89990572213e-20	2.04426107864e-19	1.0	2573779217.12	19722355.3568	16610297.3497	19339406.0457	1848788752.77	-35137588.6812	16287780.8467	-35137603.9605	1855889508.76
100	nan	nan	1	1	32.0	32.0	32.0	1.02	1.4950131519e-19	-2.56881270101e-18	-1.97365294155e-20	1.0	-1.79495215074e-18	-3.98237834108e-20	-7.01912380588e-19	1.0	2595314277.4	19781202.4997	16617572.9161	19393306.4198	1869880391.59	-35364639.467	16291720.3571	-35364654.3187	1876739534.78
101	nan	nan	1	1	32.0	32.0	32.0	1.0198	2.08495836478e-19	-8.95419704366e-19	-6.21212640027e-21	1.0	1.0405227348e-17	-7.99387343971e-21	8.35121546434e-20	1.0	2556690736.9	19593581.9243	16346393.9442	19213243.1084	1857041182.19	-35156379.4576	16028870.5585	-35156343.9557	1863747011.81
102	nan	nan	1	1	32.0	32.0	32.0	1.0196	1.59043670737e-19	5.36013036934e-22	-3.87848445614e-20	1.0	1.96954019955e-18	-1.69816871035e-19	2.75894512788e-19	1.0	2520704247.29	19422169.9978	16100696.3119	19048751.6334	1842952176.14	-34933475.9691	15791192.9853	-34933472.7138	1849550180.19
103	nan	nan	1	1	32.0	32.0	32.0	1.0194	-1.64860404804e-19	4.12189393191e-18	-8.0393683734e-20	1.0	-1.12747331382e-17	-6.63134153472e-20	3.40639593694e-19	1.0	2485902595.22	19271909.3795	15883265.1491	18905117.0998	1828302385.39	-34721500.3133	15581046.5162	-34721374.3886	1834828441.48
104	nan	nan	1	1	32.0	32.0	32.0	1.0192	1.00194733237e-19	3.91411939693e-18	-1.00413108919e-19	1.0	-1.62901045544e-17	-1.49564180917e-19	-9.38088989084e-20	1.0	2451722005.5	19142099.667	15686253.6737	18781484.4055	1813358916.83	-34527514.4203	15390749.2485	-34527431.2425	1819846556.75
105	nan	nan	1	1	32.0	32.0	32.0	1.019	2.12380276634e-19	-9.18260477185e-18	-3.97179042923e-20	1.0	-4.21859465424e-18	-4.25435532648e-20	-1.15937634655e-20	1.0	2417882363.22	19029172.0842	15504610.7403	18674379.3242	1798257658.95	-34352396.4385	15215546.5688	-34352345.264	1804729163.96
106	nan	nan	1	1	32.0	32.0	32.0	1.0188	-3.38012468069e-19	-1.82869119356e-18	8.85811174371e-20	1.0	-1.91236183601e-17	8.2436819847e-20	-9.64227896441e-20	1.0	2384243652.86	18928596.4055	15333764.4561	18579327.9187	1783065714.72	-34190864.623	15050807.422	-34190837.4127	1789541065.15
107	nan	nan	1	1	32.0	32.0	32.0	1.0186	1.51493166105e-19	4.32900010496e-18	2.0614995226e-20	1.0	-2.60131494338e-17	-7.10779756755e-20	-2.42138926351e-19	1.0	2350731841.87	18836874.2056	15170582.1652	18492927.5381	1767821093.1	-34041291.4832	14893576.4719	-34041272.8694	1774312268.39
108	nan	nan	1	1	32.0	32.0	32.0	1.0184	-2.05961355081e-19	4.21285732951e-18	-4.71559123604e-20	1.0	2.89234355265e-17	-2.23795369087e-19	-2.25846777007e-19	1.0	2317302850.67	18751697.2172	15013119.771	18412916.7146	1752545205.83	-33899545.4999	14741871.3555	-33899535.7459	1759062828.49
109	nan	nan	1	1	32.0	32.0	32.0	1.0182	-1.87955287507e-19	1.16083218443e-18	-1.14124454753e-19	1.0	1.15013012167e-17	-2.54205837127e-19	-2.81658307297e-19	1.0	2283932794.43	18671113.3582	14859598.2298	18337382.8683	1737251039.34	-33764266.0262	14593994.7839	-33764258.7316	1743801512.15
110	nan	nan	1	1	32.0	32.0	32.0	1.018	1.87075167335e-20	3.41526993055e-18	-1.63163030187e-19	1.0	-2.48223931635e-17	-2.83451634865e-19	-2.52587871849e-19	1.0	2250606297.1	18594004.5316	14709071.3078	18265238.4679	1721946288.97	-33633287.7097	14448990.7706	-33633284.0924	1728535049.15
111	nan	nan	1	1	32.0	32.0	32.0	1.0178	-1.22654341229e-19	3.27801088843e-18	-1.27673673186e-19	1.0	-1.65000992421e-17	-3.16710912934e-20	2.76827572519e-19	1.0	2217314999.02	18519360.1722	14560580.9425	18195484.76	1706635713.84	-33505832.6303	14305938.7874	-33505829.1557	1713266204.16
112	nan	nan	1	1	32.0	32.0	32.0	1.0176	2.37109668227e-19	6.85795593533e-18	-2.08581863261e-20	1.0	-2.26195185481e-18	2.04793376056e-19	-3.0633475933e-19	1.0	2184052992.76	18446616.9575	14413626.807	18127575.8524	1691322387.63	-33380795.9853	14164335.2042	-33380794.4237	1697997428.34
113	nan	nan	1	1	32.0	32.0	32.0	1.0174	1.31620979069e-19	-4.44779647581e-18	8.18478672509e-20	1.0	-1.57374850395e-17	3.76344017654e-19	-4.87295407577e-19	1.0	2150817182.82	18375258.1397	14267712.8839	18060998.833	1676008180.41	-33257769.0286	14023702.4209	-33257767.2398	1682729584.68
114	nan	nan	1	1	32.0	32.0	32.0	1.0172	7.21500017493e-20	-2.08873692581e-18	-1.71888131289e-20	1.0	4.165989276e-18	-9.86330162408e-21	2.04578309097e-19	1.0	2117605163.14	18304991.6793	14122583.4209	17995471.9177	1660694388.88	-33136158.9154	13883782.7571	-33136158.1933	1667463620.16
115	nan	nan	1	1	32.0	32.0	32.0	1.017	2.59106055076e-19	-3.44481682203e-18	8.39092013374e-21	1.0	-4.19291698279e-17	-1.23319394442e-19	6.63465025717e-20	1.0	2084415743.65	18235542.203	13977985.9574	17930720.9761	1645381788.17	-33015747.8817	13744333.416	-33015746.8713	1652199778.65
116	nan	nan	1	1	32.0	32.0	32.0	1.0168	1.08049640334e-19	1.76065724254e-18	3.89138847369e-20	1.0	2.99884107129e-17	2.07159112608e-20	-5.80244038649e-19	1.0	2051247882.67	18166749.3643	13833792.671	17866591.9695	1630070953.48	-32896199.3293	13605225.0811	-32896198.9565	1636938451.89
117	nan	nan	1	1	32.0	32.0	32.0	1.0166	1.20497054192e-19	7.95637899691e-18	6.18565662067e-21	1.0	1.892922099e-17	1.0118404125e-19	-2.03916564607e-19	1.0	2018101111.04	18098456.4685	13689872.3249	17802928.3241	1614762218.77	-32777394.3699	13466331.8904	-32777393.7219	1621679685.02
118	nan	nan	1	1	32.0	32.0	32.0	1.0164	-1.84381867261e-19	-4.04847338074e-18	-2.75947452348e-21	1.0	-1.63388023314e-18	-7.26529275618e-20	6.74979379843e-21	1.0	1984974943.64	18030569.0327	13546161.6538	17739639.7244	1599455851.7	-32659127.9916	13327589.2414	-32659127.7782	1606423657.13
119	nan	nan	1	1	32.0	32.0	32.0	1.0162	-2.59013410848e-19	5.41799330755e-18	3.42618209719e-21	1.0	-2.62316409208e-17	-1.80338608426e-19	-1.6448982789e-19	1.0	1951869201.63	17962991.4728	13402590.0416	17676630.1892	1584151994.93	-32541333.7069	13188929.7946	-32541333.2363	1591170351.1
120	nan	nan	1	1	32.0	32.0	32.0	1.016	-7.20705924105e-20	-3.82680221147e-18	1.71491084594e-20	1.0	-2.02463042834e-18	-2.12572182536e-19	1.82879707268e-19	1.0	1918783638.66	17895664.4987	13259126.3498	17613843.4636	1568850775.63	-32423874.9512	13050321.1537	-32423874.8124	1575919864.15
121	nan	nan	1	1	32.0	32.0	32.0	1.0158	-5.56063894983e-20	3.97505944702e-18	-2.93037003803e-20	1.0	2.04403707813e-17	3.22004868855e-20	-6.49568391426e-20	1.0	1885718204.61	17828527.0588	13115728.2692	17551217.7383	1553552244.58	-32306714.4914	12911723.3004	-32306714.0937	1560672159.69
122	nan	nan	1	1	32.0	32.0	32.0	1.0156	-2.55499547605e-20	3.1857173844e-18	-5.63326540761e-20	1.0	-2.47770371962e-17	2.06884488644e-19	6.66767130722e-19	1.0	1852672772.0	17761541.8351	12972375.702	17488718.0956	1538256455.11	-32189750.908	12773114.976	-32189750.786	1545427297.42
123	nan	nan	1	1	32.0	32.0	32.0	1.0154	-1.33950319674e-19	2.17996502121e-18	-1.32961011662e-20	1.0	2.74386066223e-18	-1.17122157293e-19	4.55445645272e-19	1.0	1819647370.98	17694669.266	12829032.1976	17426303.942	1522963401.73	-32072959.5822	12634461.6191	-32072959.2145	1530185224.27
124	nan	nan	1	1	32.0	32.0	32.0	1.0152	4.30398616324e-20	-1.82454205561e-18	5.034221208e-20	1.0	-1.76561040005e-17	-3.68009345802e-19	1.06335722105e-19	1.0	1786641963.62	17627886.0722	12685669.8337	17363954.078	1507673084.33	-31956248.6581	12495734.402	-31956248.5763	1514945965.14
125	nan	nan	1	1	32.0	32.0	32.0	1.015	2.34052408683e-19	-5.29094498291e-18	5.32075657219e-20	1.0	1.78538167105e-17	9.64922728155e-20	5.78430858746e-20	1.0	1753656673.97	17561166.181	12542233.5211	17301641.1143	1492385439.82	-31839584.811	12356880.296	-31839584.4908	1499709430.31
126	nan	nan	1	1	32.0	32.0	32.0	1.0148	-5.23969287216e-20	-6.92242308355e-18	5.5773479982e-20	1.0	-1.94429994121e-17	-8.18908806427e-21	-1.4353237989e-19	1.0	1720691575.17	17494496.9301	12398662.3221	17239354.4995	1477100397.5	-31722852.7278	12217837.8878	-31722852.7839	1484475599.65
127	nan	nan	1	1	32.0	32.0	32.0	1.0146	1.44922043319e-21	4.58310998914e-19	6.12030935228e-20	1.0	1.98091062425e-17	-1.04360414802e-19	8.42731608069e-20	1.0	1687746957.86	17427864.128	12254852.736	17177078.1026	1461817787.64	-31605989.6207	12078506.5511	-31605989.4024	1469244313.67
128	nan	nan	1	1	32.0	32.0	32.0	1.0144	-1.93288948096e-19	1.54273154708e-18	6.31999075215e-20	1.0	-2.43208173098e-17	-2.05693348562e-19	-9.93874049595e-20	1.0	1654823086.0	17361270.473	12110678.2548	17114817.1068	1446537398.88	-31488819.5645	11938759.829	-31488819.9228	1454015489.21
129	nan	nan	1	1	32.0	32.0	32.0	1.0142	-2.99710696985e-19	2.09078171629e-19	5.29924987626e-20	1.0	4.55182270965e-18	-2.12327337075e-19	1.13032576344e-19	1.0	1621920566.19	17294726.6632	11965944.8031	17052579.0828	1431258846.91	-31371216.5776	11798408.0279	-31371216.6753	1438788840.42
130	nan	nan	1	1	32.0	32.0	32.0	1.014	2.8507952631e-20	2.16778230515e-18	4.48315348391e-20	1.0	-1.86649003883e-18	2.7111671757e-20	4.44434216957e-19	1.0	1589040052.87	17228278.3052	11820417.1186	16990412.5058	1415981643.19	-31252880.7289	11657216.6537	-31252881.7804	1423564139.07
131	nan	nan	1	1	32.0	32.0	32.0	1.0138	2.86866236433e-19	-1.43626347608e-18	2.09028540792e-20	1.0	-4.99214087588e-18	-2.21363458087e-19	-8.66422060813e-20	1.0	1556182786.13	17161999.1946	11673778.9671	16928385.9581	1400704997.44	-31133556.0612	11514875.8259	-31133556.9818	1408340817.63
132	nan	nan	1	1	32.0	32.0	32.0	1.0136	-4.94720180756e-20	5.81309447278e-19	-5.80085219971e-20	1.0	-2.20061773587e-17	-1.92779404839e-19	2.31153967817e-19	1.0	1523350321.52	17096008.5458	11525688.6484	16866622.1186	1385427824.58	-31012737.4024	11371044.7754	-31012739.9907	1393118270.63
133	nan	nan	1	1	32.0	32.0	32.0	1.0134	-1.78598220418e-19	6.58859284066e-19	3.83811804225e-21	1.0	1.39594636215e-17	-7.28646857986e-20	-4.25766404893e-20	1.0	1490545641.07	17030451.9087	11375750.9464	16805258.9401	1370148213.44	-30889982.947	11225335.8144	-30889985.8143	1377895178.95
134	nan	nan	1	1	32.0	32.0	32.0	1.0132	-4.57265442619e-20	1.1650872015e-18	-2.58080351117e-21	1.0	-4.6539795153e-18	4.70268721849e-20	2.87746356605e-19	1.0	1457773903.78	16965531.4378	11223567.9341	16744503.219	1354862668.18	-30764516.2731	11077350.9632	-30764521.941	1362669510.01
135	nan	nan	1	1	32.0	32.0	32.0	1.013	1.97199858033e-21	2.25317381415e-19	1.52763715526e-20	1.0	3.33662325227e-17	-8.40878723497e-20	4.19228369332e-19	1.0	1425046486.66	16901590.2605	11068588.1079	16684685.8568	1339563635.89	-30635615.9431	10926549.0656	-30635622.3955	1347436679.25
136	nan	nan	1	1	32.0	32.0	32.0	1.0128	-3.58665513603e-21	1.71053009742e-18	4.58158797681e-20	1.0	1.09571652661e-17	-2.64366923772e-21	-2.16086045778e-19	1.0	1392386243.67	16839330.2528	10909863.6447	16626510.6277	1324235543.39	-30502032.0638	10771987.8359	-30502042.7878	1332187998.5
137	nan	nan	1	1	32.0	32.0	32.0	1.0126	-3.46092368292e-19	4.42211417215e-18	5.97621448957e-20	1.0	1.64706648472e-17	9.20486585649e-21	6.18334051496e-20	1.0	1359835563.71	16779943.4368	10745410.0567	16571143.2064	1308849858.46	-30362822.9303	10611715.1499	-30362834.0984	1316906963.86
138	nan	nan	1	1	32.0	32.0	32.0	1.0124	1.62967815563e-19	-1.9970786965e-19	1.18187565922e-20	1.0	3.14747153073e-17	2.64929406588e-20	-3.11225051112e-19	1.0	1327458039.34	16724716.6897	10571696.8215	16519876.3155	1293364252.33	-30217280.6359	10442234.6004	-30217298.3338	1301568276.48
139	nan	nan	1	1	32.0	32.0	32.0	1.0122	2.75484231205e-20	3.17604267996e-18	-4.22408051606e-20	1.0	-1.0120300023e-17	1.12354288242e-19	-1.05501924047e-19	1.0	1295333180.11	16674159.6206	10383621.6609	16473186.0584	1277728404.34	-30067324.318	10258518.125	-30067335.623	1286137358.47
140	nan	nan	1	1	32.0	32.0	32.0	1.012	-1.35922318255e-20	3.5227173834e-18	-7.61519015529e-20	1.0	2.86469289001e-17	-1.42341239808e-20	9.24655575936e-20	1.0	1263533902.11	16627249.0528	10176228.4438	16430100.3113	1261898848.58	-29915938.9183	10055634.1218	-29915945.4009	1270579596.51
141	nan	nan	1	1	32.0	32.0	32.0	1.0118	1.16566291921e-19	3.60799639583e-18	-2.83871842616e-20	1.0	-5.80946811297e-18	-1.51572575444e-19	4.17494598768e-20	1.0	1232099156.01	16581451.5556	9947078.31159	16388064.2742	1245857300.02	-29766691.8299	9831174.11806	-29766668.3444	1254870904.11
142	nan	nan	1	1	32.0	32.0	32.0	1.0116	-9.19163096669e-20	-1.07255943993e-17	-2.13561490549e-20	1.0	-2.68268370762e-17	-2.59870369962e-19	3.61444840461e-19	1.0	1201019305.97	16532699.4525	9697509.05674	16343115.7292	1229616983.28	-29617979.4197	9586408.06373	-29617942.4117	1239007444.28
143	nan	nan	1	1	32.0	32.0	32.0	1.0114	-2.58139908121e-19	5.35612019773e-18	-9.87322779143e-21	1.0	2.66689878543e-17	-8.86241308289e-20	-3.44570355965e-20	1.0	1170260372.7	16475422.2766	9430853.56344	16289685.0577	1213208829.76	-29466042.3175	9324645.15589	-29465990.5326	1222993442.82
144	nan	nan	1	1	32.0	32.0	32.0	1.0112	4.64279934214e-20	-9.07083612748e-18	-4.46346658534e-21	1.0	1.59738767149e-17	3.45430623802e-20	3.21157835907e-19	1.0	1139788822.51	16402176.1843	9150310.13784	16220470.7112	1196664237.58	-29302553.347	9049013.7815	-29302513.6202	1206832379.28
145	nan	nan	1	1	32.0	32.0	32.0	1.011	5.79621998828e-20	3.77754856907e-18	-1.91806640439e-20	1.0	8.83966561605e-18	-7.83836348455e-21	1.45630109924e-19	1.0	1109590124.48	16304751.6879	8857450.89838	16127297.4367	1180004668.46	-29116680.5977	8761096.54426	-29116646.2931	1190517326.41
146	nan	nan	1	1	32.0	32.0	32.0	1.0108	-3.06255349992e-20	3.61190068833e-18	-9.79381845263e-21	1.0	1.13015470249e-17	1.36795820982e-19	-2.89327925936e-19	1.0	1079662908.68	16175747.1589	8552576.9031	16002876.1219	1163242188.65	-28892928.7386	8461178.30884	-28892903.2357	1174036777.05
147	nan	nan	1	1	32.0	32.0	32.0	1.0106	-1.46940364014e-19	-3.41494567575e-18	-1.36981109439e-20	1.0	1.40219025229e-17	2.12198296899e-19	3.1729986553e-19	1.0	1050011700.38	16011300.3058	8235771.40399	15843308.6345	1146382952.39	-28617969.181	8149366.9399	-28617934.9107	1157378654.55
148	nan	nan	1	1	32.0	32.0	32.0	1.0104	1.26088795133e-19	-3.74643334315e-18	1.80474266047e-20	1.0	-5.79782471867e-18	6.54101341182e-20	1.67818402675e-20	1.0	1020664253.69	15806926.3567	7908302.93842	15644265.7709	1129422573.58	-28274638.3208	7826859.45434	-28274644.9604	1140519099.32
149	nan	nan	1	1	32.0	32.0	32.0	1.0102	1.7879012632e-19	-5.80862108002e-18	-2.06067234199e-20	1.0	8.76868690205e-18	-3.26438556938e-20	2.06967206706e-19	1.0	991557209.819	15573487.8148	7572702.77488	15416231.4002	1112384796.0	-27879540.6166	7496240.54072	-27879508.8093	1123496188.63
150	nan	nan	1	1	32.0	32.0	32.0	1.01	3.82825804934e-19	1.22271919089e-17	-6.32528470807e-20	1.0	4.57782066543e-17	-5.30884517137e-20	-5.53714702043e-19	1.0	962695781.747	15313766.4035	7234637.58899	15162186.8058	1095270551.69	-27431953.8426	7162955.02873	-27431962.9184	1106306713.31
151	nan	nan	1	1	32.0	32.0	32.0	1.0098	1.63457506485e-19	6.31800551868e-18	-9.81615232917e-20	1.0	3.45611280048e-18	-5.98481716794e-20	-1.30290872644e-19	1.0	934036804.446	15036648.904	6896648.38957	14890689.4513	1078094928.48	-26947574.637	6829722.52568	-26947554.0831	1088978653.66
152	nan	nan	1	1	32.0	32.0	32.0	1.0096	6.2137807615e-20	6.07911575777e-19	-3.83133516122e-20	1.0	-2.18745629971e-17	-5.02429504065e-20	-3.08339845135e-19	1.0	905577604.35	14747409.9111	6564431.34211	14607146.7037	1060859578.61	-26430285.3445	6502020.79468	-26430273.151	1071514678.98
153	nan	nan	1	1	32.0	32.0	32.0	1.0094	-7.67226561755e-20	-1.07194732627e-17	-3.60981619318e-21	1.0	7.60920136765e-19	-4.35063914978e-20	-4.24045869219e-20	1.0	877302148.918	14453372.6525	6240967.76002	14318717.2306	1043570880.54	-25888015.0959	6182866.56993	-25887993.8751	1053924364.59
154	nan	nan	1	1	32.0	32.0	32.0	1.0092	6.82258569234e-21	-1.53144880353e-18	3.95061460555e-20	1.0	1.71373194814e-17	1.91905902112e-19	-1.01253524421e-19	1.0	849200199.13	14160136.4721	5929703.55533	14031005.6333	1026232391.13	-25324712.9473	5875649.03296	-25324698.921	1036214999.0
155	nan	nan	1	1	32.0	32.0	32.0	1.009	3.09398636319e-19	2.21127215304e-18	5.88241220811e-20	1.0	9.45136898775e-18	2.17455856873e-19	1.9404995426e-19	1.0	821260385.449	13871426.4707	5632656.27012	13747640.8183	1008848343.9	-24744808.6573	5582410.99256	-24744789.8979	1018393875.56
156	nan	nan	1	1	32.0	32.0	32.0	1.0088	-1.45398499352e-19	-1.67056734767e-18	5.19088921602e-20	1.0	-6.02959741758e-18	1.36812364594e-19	-4.14754976579e-19	1.0	793467983.916	13588461.6714	5350963.14132	13469879.0366	991422957.159	-24149671.0759	5304268.94944	-24149660.578	1000472219.53
157	nan	nan	1	1	32.0	32.0	32.0	1.0086	-2.63705179282e-19	5.10190443444e-18	-2.33215301903e-20	1.0	2.52446423964e-17	-6.39576049626e-21	-1.033578719e-19	1.0	765809548.222	13310151.6287	5084823.58398	13196599.1008	973960063.296	-23540641.2498	5041451.96006	-23540630.3166	982460210.167
158	nan	nan	1	1	32.0	32.0	32.0	1.0084	-1.25334406414e-19	-1.38280113873e-18	-3.28539595694e-20	1.0	2.05715947137e-17	-6.76832264415e-20	7.62528175876e-20	1.0	738269049.494	13034154.1561	4833516.85817	12925524.2228	956463784.19	-22917263.7414	4793233.93815	-22917262.559	964370635.809
159	nan	nan	1	1	32.0	32.0	32.0	1.0082	-1.41897871e-19	1.13746003079e-17	-4.38356093816e-20	1.0	-2.21019020079e-17	-6.18929621537e-20	2.45758668712e-19	1.0	710832868.507	12757647.045	4595637.43786	12653820.4047	938937732.154	-22279879.0256	4558245.32114	-22279879.7308	946214150.62
160	nan	nan	1	1	32.0	32.0	32.0	1.008	-2.16271334236e-19	7.50343474581e-18	3.27282281163e-20	1.0	-5.0680595125e-18	-5.10999095211e-20	-1.16553057031e-19	1.0	683487409.335	12478134.2035	4369263.34391	12379045.9115	921385388.755	-21628108.4336	4334570.59393	-21628117.4416	928001647.794
161	nan	nan	1	1	32.0	32.0	32.0	1.0078	-2.35581038455e-20	-1.62323276429e-18	7.47192247319e-20	1.0	2.31258324923e-17	-1.19587155518e-19	1.19438263008e-19	1.0	656222252.698	12193764.6903	4152116.26674	12099331.2424	903809572.259	-20962722.6014	4119968.37056	-20962733.2228	909741229.103
162	nan	nan	1	1	32.0	32.0	32.0	1.0076	6.2865726554e-20	7.65386912073e-19	4.99137325227e-20	1.0	-1.97869047148e-17	2.48418881562e-20	-9.79448019712e-20	1.0	629028173.822	11903431.458	3941788.60085	11813601.0546	886212691.002	-20284216.2535	3912042.84013	-20284232.6212	891440232.73
163	nan	nan	1	1	32.0	32.0	32.0	1.0074	-4.71956170298e-20	-5.78020577162e-19	2.72357488489e-20	1.0	4.82558309645e-18	8.43790399253e-20	2.7581510345e-20	1.0	601899005.67	11606736.3072	3735879.77541	11521431.5312	868596376.241	-19593987.4934	3708425.3241	-19594003.9482	873103450.866
164	nan	nan	1	1	32.0	32.0	32.0	1.0072	1.42069924567e-19	4.43157050092e-18	2.78247014451e-20	1.0	1.1629021212e-17	-8.78366548858e-20	8.28504101533e-21	1.0	574829729.275	11303813.1182	3532129.74753	11222972.216	850961696.252	-18893144.0591	3506866.26515	-18893163.1421	854735074.597
165	nan	nan	1	1	32.0	32.0	32.0	1.007	-1.12225248066e-19	-1.81619084015e-18	2.12965920508e-20	1.0	1.74599298464e-18	-5.15333521621e-20	1.58640006598e-19	1.0	547817630.075	10995280.2347	3328436.41866	10918813.3892	833308890.846	-18183394.9629	3305287.6902	-18183411.9029	836337610.24
166	nan	nan	1	1	32.0	32.0	32.0	1.0068	1.54788653666e-19	1.76357553574e-18	3.18596884731e-20	1.0	9.05782953953e-18	-1.52465930506e-20	1.52717393412e-19	1.0	520860739.353	10682072.2529	3122877.57477	10609897.27	815637531.314	-17466132.8261	3101773.56765	-17466150.0421	817913478.892
167	nan	nan	1	1	32.0	32.0	32.0	1.0066	7.92703724622e-20	3.0606344409e-18	1.99152004278e-20	1.0	-3.13801222412e-17	3.35769154248e-20	2.23193181602e-19	1.0	493958892.645	10365429.1292	2913676.05545	10297436.1793	797946286.155	-16743156.9362	2894563.75984	-16743170.9636	799464030.606
